"full_name","name","e","a","ma","i","w","diameter","om","per_y","neo","pha","spkid","pdes"
"       (2020 WL5)",,0.6134,2.376,13.21,16.82,334.18,,30.06,3.66,Y,Y,54096431,"2020 WL5"
"       (2020 WM5)",,0.7042,2.834,299.46,15.64,316.38,,67.04,4.77,Y,Y,54096432,"2020 WM5"
"       (2020 WU5)",,0.1017,1.059,89.12,41.48,84.51,,112.85,1.09,Y,Y,54097670,"2020 WU5"
"       (2020 XP)",,0.4987,2.002,144.49,3.59,125.54,,254.19,2.83,Y,Y,54097968,"2020 XP"
"       (2020 XQ)",,0.6523,1.931,184.38,16.67,275.95,,56.03,2.68,Y,Y,54097967,"2020 XQ"
"       (2020 XR)",,0.6125,2.497,351.56,13.96,163.10,,249.70,3.95,Y,Y,54097969,"2020 XR"
"       (2020 XL3)",,0.7946,1.956,19.42,1.57,50.09,,282.09,2.73,Y,Y,54099615,"2020 XL3"
"       (2020 XD5)",,0.5428,1.614,269.92,8.60,115.19,,98.64,2.05,Y,Y,54100193,"2020 XD5"
"       (2020 XU6)",,0.5474,2.216,33.91,3.89,6.66,,164.32,3.3,Y,Y,54100581,"2020 XU6"
"       (2020 YL1)",,0.6026,1.982,162.83,48.93,71.22,,283.31,2.79,Y,Y,54101655,"2020 YL1"
"       (2020 YC3)",,0.7390,2.209,26.35,15.17,78.75,,132.69,3.28,Y,Y,54101718,"2020 YC3"
"       (2020 YQ3)",,0.5855,1.88,188.15,4.41,301.62,,93.18,2.58,Y,Y,54102022,"2020 YQ3"
"       (2021 AE4)",,0.1624,1.16,277.96,15.78,172.44,,49.54,1.25,Y,Y,54105102,"2021 AE4"
"       (2021 AL6)",,0.6569,2.436,12.50,17.39,125.98,,251.86,3.8,Y,Y,54105560,"2021 AL6"
"       (2021 AV7)",,0.7030,3.072,236.42,28.98,39.67,,153.15,5.38,Y,Y,54106303,"2021 AV7"
"       (2021 AF8)",,0.5171,2.016,77.52,9.71,168.98,,42.46,2.86,Y,Y,54106739,"2021 AF8"
"       (2021 BW)",,0.7203,2.599,340.38,28.06,66.91,,317.62,4.19,Y,Y,54106307,"2021 BW"
"       (2021 BF3)",,0.6154,2.64,327.50,1.22,305.62,,90.60,4.29,Y,Y,54106742,"2021 BF3"
"       (2021 BM3)",,0.7014,2.39,15.91,19.51,81.20,,324.89,3.7,Y,Y,54109176,"2021 BM3"
"       (2021 CJ2)",,0.7328,1.381,147.03,3.94,261.81,,107.68,1.62,Y,Y,54110458,"2021 CJ2"
"       (2021 CK2)",,0.6970,2.633,319.07,7.83,134.28,,305.81,4.27,Y,Y,54110457,"2021 CK2"
"       (2021 CF4)",,0.7397,1.53,298.23,6.68,96.47,,182.32,1.89,Y,Y,54111265,"2021 CF4"
"       (2021 CW4)",,0.5402,1.757,227.82,6.94,225.05,,204.80,2.33,Y,Y,54114200,"2021 CW4"
"       (2021 CD6)",,0.5575,2.227,59.56,15.87,202.53,,196.18,3.32,Y,Y,54115840,"2021 CD6"
"       (2021 DC2)",,0.6865,1.803,154.48,5.52,100.94,,150.06,2.42,Y,Y,54125409,"2021 DC2"
"       (2021 DH2)",,0.7583,2.168,66.07,5.31,87.18,,333.04,3.19,Y,Y,54125414,"2021 DH2"
"       (2021 DM2)",,0.2869,1.332,275.88,21.64,221.52,,149.30,1.54,Y,Y,54125898,"2021 DM2"
"       (2021 EJ4)",,0.6666,2.7,275.93,28.50,126.14,,140.81,4.44,Y,Y,54131484,"2021 EJ4"
"       (2021 ED5)",,0.7339,2.615,287.68,5.91,112.65,,182.13,4.23,Y,Y,54131736,"2021 ED5"
"       (2021 FG3)",,0.7078,2.816,260.48,6.85,69.04,,196.18,4.72,Y,Y,54133135,"2021 FG3"
"       (2021 GY3)",,0.6060,1.686,251.65,17.03,278.59,,181.60,2.19,Y,Y,54135434,"2021 GY3"
"       (2021 GM4)",,0.3515,1.523,280.51,5.25,323.98,,295.08,1.88,Y,Y,54135548,"2021 GM4"
"       (2021 GB6)",,0.7441,1.925,143.55,6.21,103.99,,336.15,2.67,Y,Y,54136195,"2021 GB6"
"       (2021 GM6)",,0.6649,2.587,285.78,35.67,122.37,,182.36,4.16,Y,Y,54136200,"2021 GM6"
"       (2021 GX12)",,0.3763,1.506,51.05,20.66,49.70,,33.77,1.85,Y,Y,54137790,"2021 GX12"
"       (2021 GN16)",,0.1936,1.189,31.09,42.74,215.02,,211.79,1.3,Y,Y,54137809,"2021 GN16"
"       (2021 GP16)",,0.3166,1.057,6.48,15.04,110.57,,209.52,1.09,Y,Y,54137811,"2021 GP16"
"       (2021 HC3)",,0.6755,1.122,281.73,28.40,132.15,,219.54,1.19,Y,Y,54142826,"2021 HC3"
"       (2021 JY)",,0.5766,1.595,299.67,36.16,76.60,,44.51,2.01,Y,Y,54143414,"2021 JY"
"       (2021 JF6)",,0.9359,2.463,335.94,9.23,42.50,,10.44,3.87,Y,Y,54145212,"2021 JF6"
"       (2021 KD)",,0.1036,1.119,268.13,26.02,235.64,,66.92,1.18,Y,Y,54146072,"2021 KD"
"       (2021 KT1)",,0.5246,2.118,40.94,28.68,154.31,,69.61,3.08,Y,Y,54147407,"2021 KT1"
"       (2021 KG10)",,0.3550,1.519,274.07,15.80,20.64,,271.28,1.87,Y,Y,54161704,"2021 KG10"
"       (2021 LD1)",,0.6470,2.803,250.66,39.26,183.57,,110.83,4.69,Y,Y,54154697,"2021 LD1"
"       (2021 LL2)",,0.7142,1.727,144.45,3.11,159.69,,225.41,2.27,Y,Y,54157345,"2021 LL2"
"       (2021 MX)",,0.8827,2.588,298.43,18.29,236.69,,267.20,4.16,Y,Y,54161734,"2021 MX"
"       (2021 MG1)",,0.6533,2.763,241.57,24.24,183.79,,173.93,4.59,Y,Y,54161801,"2021 MG1"
"       (2021 NT1)",,0.2549,1.276,343.88,24.52,132.84,,298.14,1.44,Y,Y,54166597,"2021 NT1"
"       (2021 NW1)",,0.5749,2,23.36,9.42,310.93,,84.07,2.83,Y,Y,54166600,"2021 NW1"
"       (2021 NY1)",,0.5956,2.454,289.81,6.16,172.11,,174.74,3.85,Y,Y,54166827,"2021 NY1"
"       (2021 NC5)",,0.8688,2.293,332.01,7.67,295.20,,141.01,3.47,Y,Y,54168783,"2021 NC5"
"       (2021 NM8)",,0.6033,2.423,300.16,16.06,23.84,,306.54,3.77,Y,Y,54170851,"2021 NM8"
"       (2021 NT14)",,0.4086,1.559,172.56,6.72,15.08,,41.45,1.95,Y,Y,54178641,"2021 NT14"
"       (2021 PT)",,0.2462,1.225,79.48,10.15,234.00,,152.30,1.36,Y,Y,54177976,"2021 PT"
"       (2021 PH4)",,0.6496,2.716,240.43,6.73,330.54,,58.11,4.48,Y,Y,54179304,"2021 PH4"
"       (2021 PC9)",,0.6679,1.846,127.36,11.30,267.83,,315.44,2.51,Y,Y,54184708,"2021 PC9"
"       (2021 PA24)",,0.6402,2.638,243.64,30.48,156.50,,238.48,4.28,Y,Y,54186657,"2021 PA24"
"       (2021 PD24)",,0.3941,1.563,129.91,7.28,357.32,,83.06,1.95,Y,Y,54186659,"2021 PD24"
"       (2021 QA6)",,0.7343,3.494,165.30,25.42,319.58,,98.33,6.53,Y,Y,54191846,"2021 QA6"
"       (2021 QP80)",,0.4353,1.791,110.86,13.99,350.14,,25.47,2.4,Y,Y,54244192,"2021 QP80"
"       (2021 RW9)",,0.7106,1.21,316.33,63.29,126.31,,8.86,1.33,Y,Y,54195861,"2021 RW9"
"       (2021 RU12)",,0.6359,2.391,279.74,10.92,232.52,,205.16,3.7,Y,Y,54196368,"2021 RU12"
"       (2021 RR23)",,0.5982,2.474,304.41,30.98,16.83,,254.28,3.89,Y,Y,54199511,"2021 RR23"
"       (2021 SN1)",,0.7791,1.787,70.88,12.38,284.82,,208.37,2.39,Y,Y,54200300,"2021 SN1"
"       (2021 SX3)",,0.6970,2.379,272.65,4.76,290.60,,178.03,3.67,Y,Y,54201805,"2021 SX3"
"       (2021 SP4)",,0.4051,1.467,191.78,9.91,324.97,,161.32,1.78,Y,Y,54202335,"2021 SP4"
"       (2021 SZ4)",,0.8073,1.543,160.80,26.40,129.58,,28.39,1.92,Y,Y,54203006,"2021 SZ4"
"       (2021 TO1)",,0.2104,1.25,31.16,40.27,328.39,,17.89,1.4,Y,Y,54202340,"2021 TO1"
"       (2021 TG4)",,0.5843,2.202,20.82,7.78,216.50,,46.94,3.27,Y,Y,54204643,"2021 TG4"
"       (2021 TA8)",,0.3433,1.307,255.16,21.27,114.88,,42.24,1.49,Y,Y,54206538,"2021 TA8"
"       (2021 TK15)",,0.1339,1.115,35.82,56.51,162.37,,31.55,1.18,Y,Y,54209486,"2021 TK15"
"       (2021 TP21)",,0.6775,2.519,255.11,25.41,116.30,,8.06,4,Y,Y,54210293,"2021 TP21"
"       (2021 TD32)",,0.4212,1.638,169.99,25.33,133.30,,218.91,2.1,Y,Y,54213618,"2021 TD32"
"       (2021 UP1)",,0.7453,2.752,252.18,42.59,67.92,,222.69,4.56,Y,Y,54212683,"2021 UP1"
"       (2021 UQ1)",,0.6984,2.841,205.07,8.44,138.32,,349.71,4.79,Y,Y,54212684,"2021 UQ1"
"       (2021 UN3)",,0.7603,2.034,34.14,6.08,110.35,,170.85,2.9,Y,Y,54213278,"2021 UN3"
"       (2021 UM5)",,0.6677,2.149,304.68,9.48,108.48,,42.81,3.15,Y,Y,54213634,"2021 UM5"
"       (2021 UU5)",,0.7252,1.921,7.23,44.94,99.00,,62.29,2.66,Y,Y,54214050,"2021 UU5"
"       (2021 UV7)",,0.5904,2.194,19.31,8.32,296.34,,10.46,3.25,Y,Y,54215198,"2021 UV7"
"       (2021 VW3)",,0.5996,2.004,27.86,4.56,75.55,,262.62,2.84,Y,Y,54216372,"2021 VW3"
"       (2021 VB4)",,0.6190,2.551,7.60,39.07,172.06,,203.97,4.08,Y,Y,54216374,"2021 VB4"
"       (2021 VO6)",,0.3446,1.045,198.47,19.81,80.75,,77.65,1.07,Y,Y,54217964,"2021 VO6"
"       (2021 VS6)",,0.5136,1.863,10.72,11.91,26.04,,129.41,2.54,Y,Y,54217969,"2021 VS6"
"       (2021 VK11)",,0.3238,1.424,233.29,9.09,157.35,,315.77,1.7,Y,Y,54219296,"2021 VK11"
"       (2021 VG19)",,0.5821,2.049,10.29,14.78,323.38,,48.30,2.93,Y,Y,54220007,"2021 VG19"
"       (2021 WD)",,0.6564,2.397,294.12,9.09,47.55,,311.09,3.71,Y,Y,54222425,"2021 WD"
"       (2021 WC8)",,0.7010,2.615,218.38,17.72,241.16,,318.58,4.23,Y,Y,54239534,"2021 WC8"
"       (2021 XG2)",,0.4097,1.515,215.34,14.18,301.83,,75.81,1.87,Y,Y,54226796,"2021 XG2"
"       (2021 XU2)",,0.4249,1.685,98.00,29.06,193.72,,232.47,2.19,Y,Y,54228542,"2021 XU2"
"       (2021 XJ5)",,0.3963,1.431,266.93,12.15,112.95,,272.35,1.71,Y,Y,54229754,"2021 XJ5"
"       (2021 XL6)",,0.3392,1.477,223.53,23.19,343.83,,59.89,1.79,Y,Y,54230517,"2021 XL6"
"       (2021 YJ)",,0.5618,2.303,288.58,32.37,176.47,,274.25,3.5,Y,Y,54231658,"2021 YJ"
"       (2022 AK)",,0.5385,1.152,143.43,5.85,260.51,,77.89,1.24,Y,Y,54235430,"2022 AK"
"       (2022 AP)",,0.6204,2.563,251.19,11.40,343.31,,73.68,4.1,Y,Y,54235437,"2022 AP"
"       (2022 AC1)",,0.5451,1.759,39.37,8.16,307.80,,250.29,2.33,Y,Y,54235471,"2022 AC1"
"       (2022 AH1)",,0.7199,2.75,231.55,5.07,318.40,,76.85,4.56,Y,Y,54235476,"2022 AH1"
"       (2022 AY1)",,0.2389,1.194,323.93,25.52,117.71,,107.26,1.3,Y,Y,54235530,"2022 AY1"
"       (2022 AN2)",,0.6265,2.389,282.89,12.61,328.02,,92.67,3.69,Y,Y,54235662,"2022 AN2"
"       (2022 AY2)",,0.6145,2.412,280.70,10.94,332.23,,42.06,3.74,Y,Y,54235673,"2022 AY2"
"       (2022 AA3)",,0.6904,2.369,254.71,8.00,126.19,,94.08,3.65,Y,Y,54235676,"2022 AA3"
"       (2022 AP7)",,0.7148,2.923,183.76,13.83,113.56,,192.38,5,Y,Y,54239714,"2022 AP7"
"       (2022 BJ)",,0.8004,2.394,278.32,6.81,278.80,,102.38,3.7,Y,Y,54239715,"2022 BJ"
"       (2022 BH1)",,0.8659,2.331,295.66,8.61,46.71,,316.11,3.56,Y,Y,54239841,"2022 BH1"
"       (2022 BX1)",,0.4255,1.512,119.83,2.95,300.61,,289.69,1.86,Y,Y,54239889,"2022 BX1"
"       (2022 BJ3)",,0.6632,2.772,226.94,28.82,352.05,,87.35,4.62,Y,Y,54240400,"2022 BJ3"
"       (2022 BJ4)",,0.6494,1.974,326.85,2.79,90.33,,124.75,2.77,Y,Y,54240417,"2022 BJ4"
"       (2022 BH7)",,0.6447,1.362,210.41,19.17,108.04,,148.84,1.59,Y,Y,54244194,"2022 BH7"
"       (2022 CV)",,0.6728,1.267,354.30,40.35,65.09,,307.75,1.43,Y,Y,54244538,"2022 CV"
"       (2022 CY)",,0.6370,1.63,71.78,13.77,272.00,,345.80,2.08,Y,Y,54244775,"2022 CY"
"       (2022 CS1)",,0.7352,2.16,343.67,13.83,97.47,,150.39,3.17,Y,Y,54245558,"2022 CS1"
"       (2022 CQ3)",,0.6547,1.925,21.61,1.96,99.34,,328.88,2.67,Y,Y,54245819,"2022 CQ3"
"       (2022 CR4)",,0.6303,2.436,226.88,26.55,219.72,,17.33,3.8,Y,Y,54246203,"2022 CR4"
"       (2022 EX)",,0.4753,1.813,39.24,27.53,325.08,,156.86,2.44,Y,Y,54248956,"2022 EX"
"       (2022 FG)",,0.6797,2.228,254.32,20.89,104.53,,170.49,3.33,Y,Y,54262971,"2022 FG"
"       (2022 FJ4)",,0.6713,2.802,155.29,20.22,328.38,,342.90,4.69,Y,Y,54267691,"2022 FJ4"
"       (2022 FE6)",,0.5792,2.008,294.56,9.96,116.77,,166.08,2.85,Y,Y,54272754,"2022 FE6"
"       (2022 GY2)",,0.8650,2.167,298.49,6.20,237.85,,195.36,3.19,Y,Y,54269648,"2022 GY2"
"       (2022 GN5)",,0.4044,1.581,307.46,31.58,136.71,,208.51,1.99,Y,Y,54275851,"2022 GN5"
"       (2022 HB)",,0.3814,1.064,158.69,6.43,61.73,,42.28,1.1,Y,Y,54275938,"2022 HB"
"       (2022 HT2)",,0.5771,1.848,323.31,1.61,20.60,,298.29,2.51,Y,Y,54276725,"2022 HT2"
"       (2022 HC3)",,0.7629,2.926,157.78,5.63,98.13,,216.17,5,Y,Y,54276732,"2022 HC3"
"       (2022 HG5)",,0.6774,2.905,160.89,12.20,154.90,,152.78,4.95,Y,Y,54278655,"2022 HG5"
"       (2022 JG1)",,0.5108,1.974,333.53,10.69,38.80,,132.65,2.77,Y,Y,54278314,"2022 JG1"
"       (2022 JA2)",,0.5002,1.935,359.40,26.23,328.32,,189.77,2.69,Y,Y,54278657,"2022 JA2"
"       (2022 KA4)",,0.6370,2.294,198.05,10.30,248.14,,110.55,3.47,Y,Y,54280489,"2022 KA4"
"       (2022 KM4)",,0.7815,2.072,341.71,5.36,73.23,,297.16,2.98,Y,Y,54280675,"2022 KM4"
"       (2022 KP5)",,0.7407,1.696,356.89,14.87,292.86,,75.76,2.21,Y,Y,54280767,"2022 KP5"
"       (2022 LX1)",,0.6252,2.589,190.77,2.10,211.61,,111.13,4.17,Y,Y,54282389,"2022 LX1"
"       (2022 MN)",,0.6334,2.163,243.22,5.59,257.71,,103.93,3.18,Y,Y,54287659,"2022 MN"
"       (2022 NH1)",,0.4043,1.211,190.51,22.55,266.09,,148.32,1.33,Y,Y,54289929,"2022 NH1"
"       (2022 OH)",,0.6276,2.566,178.92,0.64,128.65,,257.23,4.11,Y,Y,54290589,"2022 OH"
"       (2022 OL)",,0.6740,2.066,290.35,6.58,240.08,,328.99,2.97,Y,Y,54290699,"2022 OL"
"       (2022 OE2)",,0.8992,2.447,347.86,4.68,330.15,,107.58,3.83,Y,Y,54291613,"2022 OE2"
"       (2022 OQ2)",,0.6928,2.814,152.80,9.21,325.92,,60.63,4.72,Y,Y,54291772,"2022 OQ2"
"       (2022 OT2)",,0.5147,1.729,324.39,7.01,322.54,,70.10,2.27,Y,Y,54291775,"2022 OT2"
"       (2022 OY4)",,0.5705,1.707,35.72,6.91,291.99,,275.77,2.23,Y,Y,54292681,"2022 OY4"
"       (2022 QZ5)",,0.6940,1.814,281.60,10.72,69.86,,37.44,2.44,Y,Y,54297993,"2022 QZ5"
"       (2022 QG41)",,0.5358,2.062,233.92,8.65,11.25,,37.80,2.96,Y,Y,54300842,"2022 QG41"
"       (2022 QU60)",,0.8124,2.436,184.79,27.90,72.79,,33.42,3.8,Y,Y,54301957,"2022 QU60"
"       (2022 RB)",,0.6452,2.299,232.46,4.64,22.04,,248.55,3.48,Y,Y,54300306,"2022 RB"
"       (2022 RX3)",,0.6402,2.63,174.50,70.59,13.16,,18.48,4.27,Y,Y,54302657,"2022 RX3"
"       (2022 RE4)",,0.5636,2.259,192.76,10.33,325.81,,97.80,3.39,Y,Y,54303338,"2022 RE4"
"       (2022 RM4)",,0.5969,2.454,182.99,38.30,181.74,,218.14,3.84,Y,Y,54303763,"2022 RM4"
"       (2022 SN8)",,0.5832,2.258,179.77,14.18,168.07,,303.78,3.39,Y,Y,54307207,"2022 SN8"
"       (2022 SF11)",,0.3114,1.405,353.69,7.53,334.26,,158.86,1.67,Y,Y,54308046,"2022 SF11"
"       (2022 SD12)",,0.6412,2.673,163.37,15.60,141.59,,233.81,4.37,Y,Y,54308085,"2022 SD12"
"       (2022 SW12)",,0.5424,2.095,258.91,26.44,140.59,,182.91,3.03,Y,Y,54308092,"2022 SW12"
"       (2022 SF95)",,0.5855,2.126,199.91,9.34,317.55,,164.47,3.1,Y,Y,54316644,"2022 SF95"
"       (2022 SF289)",,0.6257,2.371,217.27,23.78,313.09,,341.83,3.65,Y,Y,54375414,"2022 SF289"
"       (2022 TN1)",,0.4042,1.644,63.12,29.79,220.84,,38.12,2.11,Y,Y,54313617,"2022 TN1"
"       (2022 UN)",,0.7067,2.247,228.64,9.87,274.51,,27.10,3.37,Y,Y,54316689,"2022 UN"
"       (2022 UE1)",,0.6705,2.704,144.44,12.68,43.03,,42.48,4.45,Y,Y,54316902,"2022 UE1"
"       (2022 UT2)",,0.6558,2.61,183.76,13.18,147.45,,161.34,4.22,Y,Y,54317193,"2022 UT2"
"       (2022 UN3)",,0.5440,2.202,235.84,19.67,348.04,,354.04,3.27,Y,Y,54317860,"2022 UN3"
"       (2022 UK7)",,0.1722,1.144,339.65,44.36,53.36,,214.13,1.22,Y,Y,54319455,"2022 UK7"
"       (2022 UD9)",,0.4025,1.46,349.85,9.03,47.70,,93.47,1.76,Y,Y,54320190,"2022 UD9"
"       (2022 UL9)",,0.5838,1.472,69.64,3.83,112.37,,181.02,1.79,Y,Y,54320196,"2022 UL9"
"       (2022 UX21)",,0.6629,2.657,175.16,0.38,88.25,,231.11,4.33,Y,Y,54322873,"2022 UX21"
"       (2022 UE28)",,0.4152,1.562,300.50,17.74,134.62,,12.97,1.95,Y,Y,54322905,"2022 UE28"
"       (2022 UJ65)",,0.5954,1.906,235.01,9.91,245.01,,250.64,2.63,Y,Y,54326521,"2022 UJ65"
"       (2022 VX2)",,0.4463,1.686,338.14,12.24,136.18,,207.93,2.19,Y,Y,54327193,"2022 VX2"
"       (2022 WE4)",,0.4448,1.83,270.03,17.74,184.60,,230.84,2.48,Y,Y,54328070,"2022 WE4"
"       (2022 WN4)",,0.1529,1.102,100.53,27.95,125.58,,81.60,1.16,Y,Y,54328414,"2022 WN4"
"       (2022 WS4)",,0.6816,2.844,126.95,6.18,54.68,,87.78,4.8,Y,Y,54328941,"2022 WS4"
"       (2022 XQ)",,0.5108,1.619,334.04,46.27,72.65,,79.49,2.06,Y,Y,54331802,"2022 XQ"
"       (2022 YN2)",,0.7556,2.68,161.71,19.23,263.61,,87.80,4.39,Y,Y,54336235,"2022 YN2"
"       (2022 YB4)",,0.3901,1.512,311.23,3.10,112.10,,68.26,1.86,Y,Y,54336634,"2022 YB4"
"       (2022 YU4)",,0.5306,2.024,179.23,5.20,140.76,,54.79,2.88,Y,Y,54336809,"2022 YU4"
"       (2022 YU5)",,0.6594,2.617,171.43,12.92,54.00,,325.88,4.23,Y,Y,54336955,"2022 YU5"
"       (2022 YO6)",,0.5268,1.671,263.05,7.77,238.79,,320.16,2.16,Y,Y,54337032,"2022 YO6"
"       (2022 YR6)",,0.8110,2.777,12.19,2.66,278.60,,61.53,4.63,Y,Y,54337424,"2022 YR6"
"       (2022 YK9)",,0.6463,2.818,117.48,9.25,150.93,,39.20,4.73,Y,Y,54340315,"2022 YK9"
"       (2023 AB1)",,0.8322,3.076,351.43,28.22,90.44,,121.94,5.39,Y,Y,54338717,"2023 AB1"
"       (2023 AJ1)",,0.5352,1.7,264.07,66.26,245.40,,289.16,2.22,Y,Y,54338832,"2023 AJ1"
"       (2023 BU2)",,0.7063,2.267,206.29,8.49,277.29,,117.60,3.41,Y,Y,54340046,"2023 BU2"
"       (2023 BA10)",,0.8083,2.541,132.11,12.03,286.55,,342.56,4.05,Y,Y,54340802,"2023 BA10"
"       (2023 CM)",,0.6133,2.212,163.64,1.46,302.95,,283.15,3.29,Y,Y,54340800,"2023 CM"
"       (2023 DQ)",,0.5396,1.613,259.95,32.90,75.22,,165.93,2.05,Y,Y,54342225,"2023 DQ"
"       (2023 DP1)",,0.5068,1.862,207.11,3.12,142.52,,97.33,2.54,Y,Y,54342522,"2023 DP1"
"       (2023 DT1)",,0.7549,2.573,153.72,3.71,253.23,,185.81,4.13,Y,Y,54342545,"2023 DT1"
"       (2023 EJ)",,0.7530,1.392,312.66,35.78,296.62,,359.81,1.64,Y,Y,54342612,"2023 EJ"
"       (2023 EP1)",,0.4474,1.167,143.02,31.37,81.56,,349.94,1.26,Y,Y,54347929,"2023 EP1"
"       (2023 EF3)",,0.6969,2.553,120.64,55.69,113.64,,152.45,4.08,Y,Y,54351264,"2023 EF3"
"       (2023 FM)",,0.6080,2.158,161.63,12.44,60.51,,191.66,3.17,Y,Y,54349266,"2023 FM"
"       (2023 FR3)",,0.6413,2.291,174.35,8.12,128.81,,352.16,3.47,Y,Y,54351831,"2023 FR3"
"       (2023 FC6)",,0.4064,1.603,253.51,14.30,195.67,,55.01,2.03,Y,Y,54352572,"2023 FC6"
"       (2023 FR14)",,0.4420,1.114,172.22,31.45,285.36,,160.11,1.18,Y,Y,54354083,"2023 FR14"
"       (2023 FS14)",,0.6472,2.687,108.31,11.68,152.47,,114.22,4.4,Y,Y,54354220,"2023 FS14"
"       (2023 GF1)",,0.5640,1.959,215.54,5.45,208.06,,289.93,2.74,Y,Y,54354300,"2023 GF1"
"       (2023 GJ1)",,0.2765,1.396,294.69,17.19,197.05,,56.57,1.65,Y,Y,54354303,"2023 GJ1"
"       (2023 GS1)",,0.8970,2.185,15.84,2.87,64.68,,350.58,3.23,Y,Y,54354357,"2023 GS1"
"       (2023 GQ2)",,0.4019,1.644,26.82,36.84,349.37,,53.82,2.11,Y,Y,54354410,"2023 GQ2"
"       (2023 GR2)",,0.8767,2.463,21.26,16.95,242.67,,156.28,3.87,Y,Y,54354411,"2023 GR2"
"       (2023 HS3)",,0.5764,1.967,163.50,7.35,133.46,,175.16,2.76,Y,Y,54356030,"2023 HS3"
"       (2023 HX4)",,0.5181,2.03,148.87,22.30,170.59,,150.57,2.89,Y,Y,54356839,"2023 HX4"
"       (2023 HO6)",,0.4218,1.751,193.59,8.29,199.70,,99.27,2.32,Y,Y,54357153,"2023 HO6"
"       (2023 JG5)",,0.6265,2.122,187.00,7.85,67.42,,71.17,3.09,Y,Y,54358913,"2023 JG5"
"       (2023 JD6)",,0.4325,1.163,285.73,11.68,263.08,,123.70,1.25,Y,Y,54359256,"2023 JD6"
"       (2023 JH6)",,0.2620,1.105,231.20,20.57,259.65,,181.84,1.16,Y,Y,54359389,"2023 JH6"
"       (2023 KK1)",,0.6745,2.441,104.51,2.48,341.46,,358.11,3.81,Y,Y,54359399,"2023 KK1"
"       (2023 KP2)",,0.7683,2.778,87.62,15.31,267.65,,91.19,4.63,Y,Y,54359839,"2023 KP2"
"       (2023 KM5)",,0.1594,1.183,57.90,24.37,130.32,,84.90,1.29,Y,Y,54360728,"2023 KM5"
"       (2023 LZ1)",,0.2007,1.092,163.72,29.16,298.33,,193.50,1.14,Y,Y,54373330,"2023 LZ1"
"       (2023 LF2)",,0.6242,2.67,106.45,3.01,231.88,,59.57,4.36,Y,Y,54373336,"2023 LF2"
"       (2023 MK)",,0.7130,2.492,139.34,15.07,60.83,,98.52,3.93,Y,Y,54373545,"2023 MK"
"       (2023 MK1)",,0.6025,2.425,101.06,13.61,181.47,,166.73,3.78,Y,Y,54373713,"2023 MK1"
"       (2023 OL)",,0.7207,2.195,164.19,4.83,244.01,,303.71,3.25,Y,Y,54375413,"2023 OL"
"       (2023 OQ)",,0.6523,1.61,186.56,11.63,94.97,,317.14,2.04,Y,Y,54375474,"2023 OQ"
"       (2023 OZ1)",,0.6282,2.294,138.32,29.59,310.21,,296.47,3.47,Y,Y,54375848,"2023 OZ1"
"       (2023 OF2)",,0.2336,1.241,158.95,16.61,172.13,,305.32,1.38,Y,Y,54375849,"2023 OF2"
"       (2023 OF5)",,0.8997,1.772,341.18,11.40,308.26,,147.48,2.36,Y,Y,54376460,"2023 OF5"
"       (2023 OE6)",,0.6494,2.535,96.59,40.27,224.27,,153.31,4.04,Y,Y,54376544,"2023 OE6"
"       (2023 OF6)",,0.6312,2.622,69.47,9.51,178.91,,237.77,4.24,Y,Y,54376545,"2023 OF6"
"       (2023 PH)",,0.6839,2.863,97.43,5.63,115.52,,136.16,4.84,Y,Y,54376678,"2023 PH"
"       (2023 QB)",,0.7339,2.028,163.87,3.73,141.54,,82.07,2.89,Y,Y,54376984,"2023 QB"
"       (2023 QL1)",,0.6028,1.053,318.85,27.36,125.40,,337.68,1.08,Y,Y,54377396,"2023 QL1"
"       (2023 QA4)",,0.5742,2.196,103.70,9.91,197.72,,218.35,3.25,Y,Y,54377967,"2023 QA4"
"       (2023 QF5)",,0.4510,1.617,146.61,25.31,129.61,,350.20,2.06,Y,Y,54378342,"2023 QF5"
"       (2023 QP8)",,0.5840,2.381,90.92,6.73,353.71,,60.09,3.67,Y,Y,54379772,"2023 QP8"
"       (2023 QR105)",,0.6273,2.595,66.92,13.59,350.71,,92.93,4.18,Y,Y,54418647,"2023 QR105"
"       (2023 RJ3)",,0.6821,1.999,162.43,8.31,272.11,,344.79,2.83,Y,Y,54381325,"2023 RJ3"
"       (2023 RE6)",,0.7282,2.396,120.98,10.49,288.98,,334.76,3.71,Y,Y,54382081,"2023 RE6"
"       (2023 RG15)",,0.5467,2.223,180.88,13.84,346.07,,228.23,3.31,Y,Y,54383804,"2023 RG15"
"       (2023 RT156)",,0.5637,1.996,96.92,34.13,130.85,,344.76,2.82,Y,Y,54427937,"2023 RT156"
"       (2023 SP1)",,0.6284,2.469,71.48,1.89,1.11,,96.50,3.88,Y,Y,54385241,"2023 SP1"
"       (2023 SZ1)",,0.2662,1.129,307.01,42.37,83.15,,9.58,1.2,Y,Y,54385251,"2023 SZ1"
"       (2023 TT1)",,0.7789,1.678,332.47,2.19,304.32,,196.40,2.17,Y,Y,54391023,"2023 TT1"
"       (2023 TL4)",,0.5797,1.485,232.45,60.70,89.12,,195.75,1.81,Y,Y,54392417,"2023 TL4"
"       (2023 UN1)",,0.3392,1.28,157.43,27.91,119.79,,20.89,1.45,Y,Y,54395910,"2023 UN1"
